"//table[@name=""conditions""]/column[@name=""id""][text()=1]/../column[@name=""strName""]",Wearing a clearweave overcoat,穿着一件显眼的编制大衣
"//table[@name=""conditions""]/column[@name=""id""][text()=1]/../column[@name=""strDesc""]",<us> is wearing a clearweave overcoat.,<us> 穿着一件显眼的编制大衣。
"//table[@name=""conditions""]/column[@name=""id""][text()=2]/../column[@name=""strName""]",Wearing a clearweave cowl,穿着显眼的织物风帽
"//table[@name=""conditions""]/column[@name=""id""][text()=2]/../column[@name=""strDesc""]",<us> is wearing a clearweave cowl.,<us> 穿着显眼的织布风帽。
"//table[@name=""conditions""]/column[@name=""id""][text()=3]/../column[@name=""strName""]",Wearing a clearweave cloak,穿着显眼的织布斗篷
"//table[@name=""conditions""]/column[@name=""id""][text()=3]/../column[@name=""strDesc""]",<us> is wearing a clearweave cloak.,<us> 穿着显眼的织布斗篷。
"//table[@name=""conditions""]/column[@name=""id""][text()=4]/../column[@name=""strName""]",Wearing a tarp overcloak,穿着防水布斗篷
"//table[@name=""conditions""]/column[@name=""id""][text()=4]/../column[@name=""strDesc""]",<us> is wearing a tarp overcloak.,<us> 穿着防水布斗篷。
"//table[@name=""conditions""]/column[@name=""id""][text()=5]/../column[@name=""strName""]",Wearing a sleeveless shirt,穿着无袖衬衫
"//table[@name=""conditions""]/column[@name=""id""][text()=5]/../column[@name=""strDesc""]",<us> is wearing a sleeveless torso garment.,<us> 穿着无袖衬衫。
"//table[@name=""conditions""]/column[@name=""id""][text()=6]/../column[@name=""strName""]",Wearing a deer pelt,穿着鹿皮
"//table[@name=""conditions""]/column[@name=""id""][text()=6]/../column[@name=""strDesc""]",<us> is wearing a deer pelt.,<us> 穿着鹿皮。
"//table[@name=""conditions""]/column[@name=""id""][text()=7]/../column[@name=""strName""]",Wearing tough pants,穿着耐磨裤子
"//table[@name=""conditions""]/column[@name=""id""][text()=7]/../column[@name=""strDesc""]","You are wearing a pair of tough, long-sleeved leg garments.",你穿着一条坚固的长裤。
"//table[@name=""conditions""]/column[@name=""id""][text()=8]/../column[@name=""strName""]",Looking like a Bad Mutha,看起来像一个摇滚帮
"//table[@name=""conditions""]/column[@name=""id""][text()=8]/../column[@name=""strDesc""]",<us> looks like a Bad Mutha.,<us> 看起来像一个摇滚帮。
"//table[@name=""conditions""]/column[@name=""id""][text()=9]/../column[@name=""strName""]",Intimidation Penalty,恐吓惩罚
"//table[@name=""conditions""]/column[@name=""id""][text()=9]/../column[@name=""strDesc""]",<us> is wearing clothing that reduces intimidation.,<us> 穿着吓人的衣服。
"//table[@name=""conditions""]/column[@name=""id""][text()=10]/../column[@name=""strName""]",Visibility Penalty,能见度惩罚
"//table[@name=""conditions""]/column[@name=""id""][text()=10]/../column[@name=""strDesc""]",<us> is wearing clothing that increases visibility.,<us> 穿着容易被看见的衣服。
"//table[@name=""conditions""]/column[@name=""id""][text()=11]/../column[@name=""strName""]",Encumberance Bonus,负重加成
"//table[@name=""conditions""]/column[@name=""id""][text()=11]/../column[@name=""strDesc""]",<us> is wearing a piece of garment that helps with carrying.,<us> 穿着一件有助于携带更多物品的衣服。
"//table[@name=""conditions""]/column[@name=""id""][text()=12]/../column[@name=""strName""]",Wearing a ghillie suit,穿着吉利服
"//table[@name=""conditions""]/column[@name=""id""][text()=12]/../column[@name=""strDesc""]","<us> is wearing a ghillie suit, passively hiding them.",<us> 穿着吉利服，可以很好的隐藏行踪。
"//table[@name=""conditions""]/column[@name=""id""][text()=13]/../column[@name=""strName""]",Wearing a fox pelt,穿着狐皮
"//table[@name=""conditions""]/column[@name=""id""][text()=13]/../column[@name=""strDesc""]",<us> is wearing a fox pelt.,<us> 穿着狐皮。
"//table[@name=""conditions""]/column[@name=""id""][text()=14]/../column[@name=""strName""]",Scent Penalty,气味惩罚
"//table[@name=""conditions""]/column[@name=""id""][text()=14]/../column[@name=""strDesc""]",<us> is wearing clothing that makes them easier to track.,<us> 穿着容易被追踪的衣服。
"//table[@name=""conditions""]/column[@name=""id""][text()=15]/../column[@name=""strName""]",,
"//table[@name=""conditions""]/column[@name=""id""][text()=15]/../column[@name=""strDesc""]",<us> is wearing a clean air filter.,<us> 佩戴清洁空气过滤器。
"//table[@name=""conditions""]/column[@name=""id""][text()=16]/../column[@name=""strName""]",Clean Air Filter Heartbeat,清洁空气过滤器工作中
"//table[@name=""conditions""]/column[@name=""id""][text()=16]/../column[@name=""strDesc""]",<us> periodically has a working air filter.,<us> 有个工作中的空气过滤器。
"//table[@name=""conditions""]/column[@name=""id""][text()=17]/../column[@name=""strName""]",Wearing leather cap,戴着皮帽
"//table[@name=""conditions""]/column[@name=""id""][text()=17]/../column[@name=""strDesc""]",<us> is wearing a leather cap.,<us> 戴着皮帽。
"//table[@name=""conditions""]/column[@name=""id""][text()=18]/../column[@name=""strName""]",Wearing Sunglasses,戴着墨镜
"//table[@name=""conditions""]/column[@name=""id""][text()=18]/../column[@name=""strDesc""]",<us> is wearing a pair of sunglasses and looks cool.,<us> 戴着一副太阳镜，看起来很酷。
"//table[@name=""conditions""]/column[@name=""id""][text()=19]/../column[@name=""strName""]",Wearing a short coat,穿着短外套
"//table[@name=""conditions""]/column[@name=""id""][text()=19]/../column[@name=""strDesc""]",<us> is wearing a shortened body garment.,<us> 穿着缩短的紧身衣。
"//table[@name=""conditions""]/column[@name=""id""][text()=20]/../column[@name=""strName""]",Wearing a Running Shoe,穿着跑鞋
"//table[@name=""conditions""]/column[@name=""id""][text()=20]/../column[@name=""strDesc""]",<us> is wearing a running shoe.,<us> 穿着跑鞋。
"//table[@name=""conditions""]/column[@name=""id""][text()=21]/../column[@name=""strName""]",Wearing a Rag Shoe,穿着破布鞋
"//table[@name=""conditions""]/column[@name=""id""][text()=21]/../column[@name=""strDesc""]",<us> is wearing a rag shoe.,<us> 穿着破布鞋。
"//table[@name=""conditions""]/column[@name=""id""][text()=22]/../column[@name=""strName""]",Wearing a Gator Shoe,穿着鳄鱼鞋
"//table[@name=""conditions""]/column[@name=""id""][text()=22]/../column[@name=""strDesc""]",<us> is wearing a gator shoe.,<us> 穿着鳄鱼鞋。
"//table[@name=""conditions""]/column[@name=""id""][text()=23]/../column[@name=""strName""]",Wearing a Leather Boot,穿着皮靴
"//table[@name=""conditions""]/column[@name=""id""][text()=23]/../column[@name=""strDesc""]",<us> is wearing a leather boot.,<us> 穿着皮靴。
"//table[@name=""conditions""]/column[@name=""id""][text()=24]/../column[@name=""strName""]",Wearing a Firefighter Boot,穿着消防靴
"//table[@name=""conditions""]/column[@name=""id""][text()=24]/../column[@name=""strDesc""]",<us> is wearing a firefighter boot.,<us> 穿着消防靴。
"//table[@name=""conditions""]/column[@name=""id""][text()=25]/../column[@name=""strName""]",Wearing a Hide Glove/Boot,穿着潜行手套/靴子
"//table[@name=""conditions""]/column[@name=""id""][text()=25]/../column[@name=""strDesc""]",<us> is wearing a fur piece.,<us> 穿着毛皮制品。
