"//table[@name=""camptypes""]/column[@name=""id""][text()=1]/../column[@name=""strDesc""]",any old spot on the ground,区域的隐蔽处
"//table[@name=""camptypes""]/column[@name=""id""][text()=2]/../column[@name=""strDesc""]",a 5x10 unit in a U-Stash-It self-storage facility,一个位于U-Stash-It自动存储设施中的5x10单位
"//table[@name=""camptypes""]/column[@name=""id""][text()=3]/../column[@name=""strDesc""]",the woods,神秘的森林
"//table[@name=""camptypes""]/column[@name=""id""][text()=4]/../column[@name=""strDesc""]",a dense thicket of trees,茂密的森林
"//table[@name=""camptypes""]/column[@name=""id""][text()=5]/../column[@name=""strDesc""]",a burned-out apartment,一间烧毁的公寓
"//table[@name=""camptypes""]/column[@name=""id""][text()=6]/../column[@name=""strDesc""]",a ruined bungalow,一间废弃的平房
"//table[@name=""camptypes""]/column[@name=""id""][text()=7]/../column[@name=""strDesc""]",an abandoned IT office,一间废弃的IT办公室
"//table[@name=""camptypes""]/column[@name=""id""][text()=8]/../column[@name=""strDesc""]",Exam Room 17,17号实验室
"//table[@name=""camptypes""]/column[@name=""id""][text()=9]/../column[@name=""strDesc""]",a burnt shell of a building,烧焦的建筑物废墟
"//table[@name=""camptypes""]/column[@name=""id""][text()=10]/../column[@name=""strDesc""]",Clearbone Valley Basement,惊骸之谷的地下室
"//table[@name=""camptypes""]/column[@name=""id""][text()=11]/../column[@name=""strDesc""]",a pickup truck,一辆皮卡车
"//table[@name=""camptypes""]/column[@name=""id""][text()=12]/../column[@name=""strDesc""]",a hatchback,一辆掀背轿车
"//table[@name=""camptypes""]/column[@name=""id""][text()=13]/../column[@name=""strDesc""]",a full-size van,一辆全尺寸货车
"//table[@name=""camptypes""]/column[@name=""id""][text()=14]/../column[@name=""strDesc""]",open ground near a communal trash fire,一块靠近公共垃圾焚烧堆的空地
