"//table[@name=""treasuretable""]/column[@name=""id""][text()=1]/../column[@name=""strName""]",plains idle loot,平地闲置的战利品
"//table[@name=""treasuretable""]/column[@name=""id""][text()=6]/../column[@name=""strName""]",urban idle loot,市区闲置的战利品
"//table[@name=""treasuretable""]/column[@name=""id""][text()=7]/../column[@name=""strName""]",forest idle loot,森林闲置战利品
"//table[@name=""treasuretable""]/column[@name=""id""][text()=9]/../column[@name=""strName""]",Bad Mutha loadout,摇滚帮的装备
"//table[@name=""treasuretable""]/column[@name=""id""][text()=17]/../column[@name=""strName""]",a paper scrap and foil scrap,废纸和铝箔废料
"//table[@name=""treasuretable""]/column[@name=""id""][text()=22]/../column[@name=""strName""]",rubble idle loot,碎石堆上闲置的战利品
"//table[@name=""treasuretable""]/column[@name=""id""][text()=23]/../column[@name=""strName""]",Junk Market Inventory,垃圾市场库存
"//table[@name=""treasuretable""]/column[@name=""id""][text()=24]/../column[@name=""strName""]",cigarette lighter contents,香烟打火机的内容
"//table[@name=""treasuretable""]/column[@name=""id""][text()=25]/../column[@name=""strName""]",urban scavenge locations,城市搜刮点
"//table[@name=""treasuretable""]/column[@name=""id""][text()=26]/../column[@name=""strName""]",.308 rifle contents,.308步枪的内容
"//table[@name=""treasuretable""]/column[@name=""id""][text()=27]/../column[@name=""strName""]",suburban scavenge locations,郊区搜刮点
"//table[@name=""treasuretable""]/column[@name=""id""][text()=28]/../column[@name=""strName""]",forest scavenge locations,森林搜刮点
"//table[@name=""treasuretable""]/column[@name=""id""][text()=29]/../column[@name=""strName""]",field scavenge locations,旷野搜刮点
"//table[@name=""treasuretable""]/column[@name=""id""][text()=30]/../column[@name=""strName""]",forest shack scavenge locations,森林小屋搜刮点
"//table[@name=""treasuretable""]/column[@name=""id""][text()=38]/../column[@name=""strName""]",disassembled .308 rifle w/scope and sling,带有瞄准镜和吊带的组装.308步枪
"//table[@name=""treasuretable""]/column[@name=""id""][text()=40]/../column[@name=""strName""]",an abandoned house scavenged items,一间废弃的房子
"//table[@name=""treasuretable""]/column[@name=""id""][text()=41]/../column[@name=""strName""]",an abandoned mobile home scavenged items,一间废弃的活动房
"//table[@name=""treasuretable""]/column[@name=""id""][text()=42]/../column[@name=""strName""]",a crumbling apartment building scavenged items,一栋摇摇欲坠的公寓楼
"//table[@name=""treasuretable""]/column[@name=""id""][text()=43]/../column[@name=""strName""]",an abandoned office tower scavenged items,一座废弃的办公楼
"//table[@name=""treasuretable""]/column[@name=""id""][text()=44]/../column[@name=""strName""]",a destroyed office building,一座被毁坏的办公楼
"//table[@name=""treasuretable""]/column[@name=""id""][text()=45]/../column[@name=""strName""]",a stretch of forest,一片森林
"//table[@name=""treasuretable""]/column[@name=""id""][text()=46]/../column[@name=""strName""]",a shack in the forest scavenged items,一间森林小屋
"//table[@name=""treasuretable""]/column[@name=""id""][text()=47]/../column[@name=""strName""]",shotgun contents,猎枪内容
"//table[@name=""treasuretable""]/column[@name=""id""][text()=48]/../column[@name=""strName""]",an open field,一片开阔的田野
"//table[@name=""treasuretable""]/column[@name=""id""][text()=49]/../column[@name=""strName""]",suburban idle loot,郊区闲置的战利品
"//table[@name=""treasuretable""]/column[@name=""id""][text()=50]/../column[@name=""strName""]",locked storage shed scavenge items,上锁的储物棚
"//table[@name=""treasuretable""]/column[@name=""id""][text()=51]/../column[@name=""strName""]",abandoned apartment building scavenged items,废弃的公寓楼
"//table[@name=""treasuretable""]/column[@name=""id""][text()=52]/../column[@name=""strName""]",botany bonus loot,植物学奖励战利品
"//table[@name=""treasuretable""]/column[@name=""id""][text()=53]/../column[@name=""strName""]",storage shed scavenged items,储物棚
